50;600;Full Metal Jacket;36.058;['Drama', 'War'];A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.;8.144;8994;1987-06-26;46357676;30000000;None;en;['Warner Bros. Pictures', 'Stanley Kubrick Productions', 'Natant']
51;783;Gandhi;16.431;['Drama', 'History'];In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.;7.536;1974;1982-11-30;77737889;22000000;None;en;['Columbia Pictures', 'Goldcrest', 'Indo-British', 'International Film Investors', 'National Film Development Corporation of India']
52;98;Gladiator;57.723;['Action', 'Drama', 'Adventure'];In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.;8.204;15876;2000-05-04;465361176;103000000;None;en;['DreamWorks Pictures', 'Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'C & L', 'Dawliz']
53;770;Gone with the Wind;22.992;['Drama', 'War', 'Romance'];"The spoiled daughter of a well-to-do plantation owner is forced to use every means at her disposal to claw her way out of poverty, following Sherman's ""March to the Sea"", during the American Civil War.";8.0;3438;1939-12-15;402352579;4000000;None;en;['Metro-Goldwyn-Mayer', 'Selznick International Pictures']
54;489;Good Will Hunting;44.585;['Drama'];Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.;8.144;10194;1997-12-05;225933435;10000000;None;en;['Miramax', 'Lawrence Bender Productions', 'Be Gentlemen Limited Partnership']
55;769;Goodfellas;37.639;['Drama', 'Crime'];The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.;8.463;10766;1990-09-12;46835000;25000000;None;en;['Winkler Films']
56;13223;Gran Torino;29.665;['Drama'];Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.;8.001;9430;2008-12-09;269958228;33000000;None;en;['Village Roadshow Pictures', 'Malpaso Productions', 'Warner Bros. Pictures', 'Gerber Pictures', 'Double Nickel Entertainment', 'Matten Productions', 'WV Films IV']
57;137;Groundhog Day;26.082;['Romance', 'Fantasy', 'Drama', 'Comedy'];A narcissistic TV weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.;7.6;6691;1993-02-11;71074049;14600000;None;en;['Columbia Pictures']
58;12445;Harry Potter and the Deathly Hallows: Part 2;152.749;['Fantasy', 'Adventure'];Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.;8.114;18031;2011-07-07;1341511219;125000000;Harry Potter Collection;en;['Warner Bros. Pictures', 'Heyday Films']
59;11787;Harvey;7.817;['Comedy', 'Fantasy'];The story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.;7.699;495;1950-12-04;0;0;None;en;['Universal International Pictures']
60;949;Heat;43.025;['Action', 'Crime', 'Drama', 'Thriller'];Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.;7.895;5922;1995-12-15;187436818;60000000;Heat Collection;en;['Warner Bros. Pictures', 'New Regency Productions', 'Regency Enterprises', 'Forward Pass', 'Monarchy Enterprises B.V.', 'The Linson Company']
61;288;High Noon;15.256;['Western'];Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople.;7.702;1168;1952-06-09;8000000;730000;None;en;['United Artists', 'Stanley Kramer Productions']
62;205;Hotel Rwanda;20.777;['Drama', 'History', 'War'];Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.;7.711;2422;2004-03-04;38000000;17500000;None;en;['Lions Gate Films', 'United Artists', 'Endgame Entertainment', 'Miracle Pictures', 'Sixth Sense Productions', 'Mikado Film', 'Inside Track Films']
63;10191;How to Train Your Dragon;54.138;['Fantasy', 'Adventure', 'Animation', 'Family'];As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.;7.799;11401;2010-03-18;494878759;165000000;How to Train Your Dragon Collection;en;['DreamWorks Animation']
64;429;Il buono, il brutto, il cattivo;44.577;['Western'];While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.;8.486;7052;1966-12-23;25253887;1200000;None;it;['Constantin Film', 'United Artists', 'PEA', 'Arturo González Producciones Cinematográficas']
